disease1,disease2,locus,gene_id,chr,start,end,gene_biotype
p131164,p131670,block168,ENSG00000264849,2,55699880,55699977,miRNA
p131164,p131670,block168,ENSG00000163001,2,55746740,55773015,protein_coding
p131164,p131670,block168,ENSG00000138041,2,55774428,55846015,protein_coding
p131164,p131670,block168,ENSG00000272606,2,55845044,55845508,antisense
p131164,p131670,block168,ENSG00000138035,2,55861400,55921045,protein_coding
p131164,p131670,block168,ENSG00000115380,2,56093102,56151274,protein_coding
p131342,p131350,block304,ENSG00000093217,3,38388251,38462839,protein_coding
p131342,p131350,block304,ENSG00000229589,3,38492518,38496311,antisense
p131342,p131350,block304,ENSG00000114739,3,38495342,38534633,protein_coding
p131342,p131350,block304,ENSG00000157036,3,38537618,38583652,protein_coding
p131342,p131350,block304,ENSG00000183873,3,38589548,38691164,protein_coding
p131342,p131350,block304,ENSG00000185313,3,38738293,38835501,protein_coding
p131342,p131350,block304,ENSG00000222719,3,38841787,38841885,miRNA
p131342,p131350,block304,ENSG00000231243,3,38865393,38866793,antisense
p131342,p131350,block304,ENSG00000168356,3,38887260,38992052,protein_coding
p131342,p131350,block304,ENSG00000215941,3,38948805,38948880,miRNA
p131342,p131350,block304,ENSG00000114742,3,39093489,39138155,protein_coding
p131342,p131350,block304,ENSG00000114745,3,39138150,39149854,protein_coding
p131342,p131350,block304,ENSG00000168026,3,39149152,39180394,protein_coding
p131342,p131350,block304,ENSG00000144655,3,39183346,39196053,protein_coding
p131342,p131350,block304,ENSG00000168334,3,39224701,39234087,protein_coding
p131342,p131350,block304,ENSG00000168329,3,39304985,39323226,protein_coding
p131342,p131350,block304,ENSG00000179934,3,39371197,39375171,protein_coding
p131342,p131350,block304,ENSG00000144659,3,39424839,39438842,protein_coding
p131342,p131350,block304,ENSG00000168028,3,39448180,39454033,protein_coding
p131342,p131350,block304,ENSG00000264724,3,39458971,39459056,miRNA
p131342,p131350,block304,ENSG00000168314,3,39508689,39570970,protein_coding
p130820,p131670,block650,ENSG00000164508,6,25726291,25726790,protein_coding
p130820,p131670,block650,ENSG00000146047,6,25727137,25727573,protein_coding
p130820,p131670,block650,ENSG00000146039,6,25754927,25781419,protein_coding
p130820,p131670,block650,ENSG00000124568,6,25783125,25832287,protein_coding
p130820,p131670,block650,ENSG00000124564,6,25833294,25882514,protein_coding
p130820,p131670,block650,ENSG00000112337,6,25912982,25930946,protein_coding
p130820,p131670,block650,ENSG00000112343,6,25963030,25987384,protein_coding
p130820,p131670,block650,ENSG00000272558,6,25984040,25999395,antisense
p130820,p131670,block650,ENSG00000272065,6,25990989,25991454,lincRNA
p130820,p131670,block650,ENSG00000272462,6,25992890,26002003,lincRNA
p130820,p131670,block650,ENSG00000272810,6,26013469,26013985,lincRNA
p130820,p131670,block650,ENSG00000124610,6,26017260,26018040,protein_coding
p130820,p131670,block650,ENSG00000198366,6,26020718,26021186,protein_coding
p130820,p131670,block650,ENSG00000196176,6,26021907,26022278,protein_coding
p130820,p131670,block650,ENSG00000124529,6,26027124,26027480,protein_coding
p130820,p131670,block650,ENSG00000124693,6,26031817,26032288,protein_coding
p130820,p131670,block650,ENSG00000137259,6,26033320,26033796,protein_coding
p130820,p131670,block650,ENSG00000196226,6,26043455,26043885,protein_coding
p130820,p131670,block650,ENSG00000196532,6,26045639,26046097,protein_coding
p130820,p131670,block650,ENSG00000187837,6,26055968,26056699,protein_coding
p130820,p131670,block650,ENSG00000010704,6,26087509,26098571,protein_coding
p130820,p131670,block650,ENSG00000197061,6,26104104,26104518,protein_coding
p130820,p131670,block650,ENSG00000187475,6,26107640,26108364,protein_coding
p130820,p131670,block650,ENSG00000180596,6,26115101,26124154,protein_coding
p130820,p131670,block650,ENSG00000180573,6,26124373,26139344,protein_coding
p130820,p131670,block650,ENSG00000168298,6,26156559,26157343,protein_coding
p130820,p131670,block650,ENSG00000158373,6,26158349,26171577,protein_coding
p130820,p131670,block650,ENSG00000197697,6,26183958,26184454,protein_coding
p130820,p131670,block650,ENSG00000188987,6,26188938,26189304,protein_coding
p130820,p131670,block650,ENSG00000197409,6,26197068,26199521,protein_coding
p130820,p131670,block650,ENSG00000196866,6,26199079,26199471,protein_coding
p130820,p131670,block650,ENSG00000197846,6,26199748,26200942,protein_coding
p130820,p131670,block650,ENSG00000198518,6,26204858,26206266,protein_coding
p130820,p131670,block650,ENSG00000187990,6,26216428,26216872,protein_coding
p130820,p131670,block650,ENSG00000168274,6,26217165,26217711,protein_coding
p130820,p131670,block650,ENSG00000196966,6,26225383,26225844,protein_coding
p130820,p131670,block650,ENSG00000124575,6,26234440,26235216,protein_coding
p130820,p131670,block650,ENSG00000198327,6,26240561,26240976,protein_coding
p130820,p131670,block650,ENSG00000124578,6,26246886,26247259,protein_coding
p130820,p131670,block650,ENSG00000256316,6,26250370,26250835,protein_coding
p130820,p131670,block650,ENSG00000197459,6,26251879,26252303,protein_coding
p130820,p131670,block650,ENSG00000256018,6,26271146,26271612,protein_coding
p130820,p131670,block650,ENSG00000168242,6,26273144,26273622,protein_coding
p130820,p131670,block650,ENSG00000158406,6,26281283,26285762,protein_coding
p130820,p131670,block650,ENSG00000186470,6,26365387,26378546,protein_coding
p130820,p131670,block650,ENSG00000215979,6,26365704,26365780,miRNA
p130820,p131670,block650,ENSG00000124508,6,26383324,26395102,protein_coding
p130820,p131670,block650,ENSG00000026950,6,26402465,26415444,protein_coding
p130820,p131670,block650,ENSG00000111801,6,26440700,26453643,protein_coding
p130820,p131670,block650,ENSG00000112763,6,26458150,26476849,protein_coding
p130820,p131670,block650,ENSG00000124557,6,26501449,26510650,protein_coding
p130820,p131670,block650,ENSG00000228223,6,26522076,26526807,lincRNA
p130820,p131670,block650,ENSG00000261353,6,26527291,26527632,lincRNA
p130820,p131670,block650,ENSG00000182952,6,26538633,26546482,protein_coding
p130820,p131670,block650,ENSG00000146109,6,26597180,26600278,protein_coding
p130820,p131670,block650,ENSG00000181315,6,26636518,26659980,protein_coding
p130820,p131670,block650,ENSG00000261584,6,26686469,26688192,lincRNA
p130820,p131870,block650,ENSG00000164508,6,25726291,25726790,protein_coding
p130820,p131870,block650,ENSG00000146047,6,25727137,25727573,protein_coding
p130820,p131870,block650,ENSG00000146039,6,25754927,25781419,protein_coding
p130820,p131870,block650,ENSG00000124568,6,25783125,25832287,protein_coding
p130820,p131870,block650,ENSG00000124564,6,25833294,25882514,protein_coding
p130820,p131870,block650,ENSG00000112337,6,25912982,25930946,protein_coding
p130820,p131870,block650,ENSG00000112343,6,25963030,25987384,protein_coding
p130820,p131870,block650,ENSG00000272558,6,25984040,25999395,antisense
p130820,p131870,block650,ENSG00000272065,6,25990989,25991454,lincRNA
p130820,p131870,block650,ENSG00000272462,6,25992890,26002003,lincRNA
p130820,p131870,block650,ENSG00000272810,6,26013469,26013985,lincRNA
p130820,p131870,block650,ENSG00000124610,6,26017260,26018040,protein_coding
p130820,p131870,block650,ENSG00000198366,6,26020718,26021186,protein_coding
p130820,p131870,block650,ENSG00000196176,6,26021907,26022278,protein_coding
p130820,p131870,block650,ENSG00000124529,6,26027124,26027480,protein_coding
p130820,p131870,block650,ENSG00000124693,6,26031817,26032288,protein_coding
p130820,p131870,block650,ENSG00000137259,6,26033320,26033796,protein_coding
p130820,p131870,block650,ENSG00000196226,6,26043455,26043885,protein_coding
p130820,p131870,block650,ENSG00000196532,6,26045639,26046097,protein_coding
p130820,p131870,block650,ENSG00000187837,6,26055968,26056699,protein_coding
p130820,p131870,block650,ENSG00000010704,6,26087509,26098571,protein_coding
p130820,p131870,block650,ENSG00000197061,6,26104104,26104518,protein_coding
p130820,p131870,block650,ENSG00000187475,6,26107640,26108364,protein_coding
p130820,p131870,block650,ENSG00000180596,6,26115101,26124154,protein_coding
p130820,p131870,block650,ENSG00000180573,6,26124373,26139344,protein_coding
p130820,p131870,block650,ENSG00000168298,6,26156559,26157343,protein_coding
p130820,p131870,block650,ENSG00000158373,6,26158349,26171577,protein_coding
p130820,p131870,block650,ENSG00000197697,6,26183958,26184454,protein_coding
p130820,p131870,block650,ENSG00000188987,6,26188938,26189304,protein_coding
p130820,p131870,block650,ENSG00000197409,6,26197068,26199521,protein_coding
p130820,p131870,block650,ENSG00000196866,6,26199079,26199471,protein_coding
p130820,p131870,block650,ENSG00000197846,6,26199748,26200942,protein_coding
p130820,p131870,block650,ENSG00000198518,6,26204858,26206266,protein_coding
p130820,p131870,block650,ENSG00000187990,6,26216428,26216872,protein_coding
p130820,p131870,block650,ENSG00000168274,6,26217165,26217711,protein_coding
p130820,p131870,block650,ENSG00000196966,6,26225383,26225844,protein_coding
p130820,p131870,block650,ENSG00000124575,6,26234440,26235216,protein_coding
p130820,p131870,block650,ENSG00000198327,6,26240561,26240976,protein_coding
p130820,p131870,block650,ENSG00000124578,6,26246886,26247259,protein_coding
p130820,p131870,block650,ENSG00000256316,6,26250370,26250835,protein_coding
p130820,p131870,block650,ENSG00000197459,6,26251879,26252303,protein_coding
p130820,p131870,block650,ENSG00000256018,6,26271146,26271612,protein_coding
p130820,p131870,block650,ENSG00000168242,6,26273144,26273622,protein_coding
p130820,p131870,block650,ENSG00000158406,6,26281283,26285762,protein_coding
p130820,p131870,block650,ENSG00000186470,6,26365387,26378546,protein_coding
p130820,p131870,block650,ENSG00000215979,6,26365704,26365780,miRNA
p130820,p131870,block650,ENSG00000124508,6,26383324,26395102,protein_coding
p130820,p131870,block650,ENSG00000026950,6,26402465,26415444,protein_coding
p130820,p131870,block650,ENSG00000111801,6,26440700,26453643,protein_coding
p130820,p131870,block650,ENSG00000112763,6,26458150,26476849,protein_coding
p130820,p131870,block650,ENSG00000124557,6,26501449,26510650,protein_coding
p130820,p131870,block650,ENSG00000228223,6,26522076,26526807,lincRNA
p130820,p131870,block650,ENSG00000261353,6,26527291,26527632,lincRNA
p130820,p131870,block650,ENSG00000182952,6,26538633,26546482,protein_coding
p130820,p131870,block650,ENSG00000146109,6,26597180,26600278,protein_coding
p130820,p131870,block650,ENSG00000181315,6,26636518,26659980,protein_coding
p130820,p131870,block650,ENSG00000261584,6,26686469,26688192,lincRNA
